pncp,orgao,assinatura,valor_global,duracao_dias,categoria,capital_social,idade_forn_anos,porte,simples,situacao_ativa,consorcio,razao_capital_valor,n_contratos_forn_dataset,n_termos_12m,rescindido_12m,acrescimo_12m,prazo_12m,label_adverso_12m,label_v1_sem_horizonte
00509018000113-2-001137/2024,TSE,2024-05-20,2694332.75,1826,Serviços,2410000,23.0,DEMAIS,,1,0,0.89447,1,0,0,0.0,0,0,0
00509018000113-2-001138/2024,TSE,2024-05-21,3600166.91,184,Mão de Obra,2000000,21.79,DEMAIS,0,1,0,0.55553,4,5,0,0.0,0,0,0
00509018000113-2-001059/2024,TSE,2024-05-08,1850.0,237,Serviços,11000,12.76,DEMAIS,1,1,0,5.945946,36,0,0,0.0,0,0,0
00509018000113-2-002454/2023,TSE,2023-05-31,415.0,7,Compras,0,41.15,MICRO EMPRESA,1,1,0,,11,0,0,0.0,0,0,0
00509018000113-2-002455/2023,TSE,2023-07-07,34.8,61,Compras,0,41.25,MICRO EMPRESA,1,1,0,,11,0,0,0.0,0,0,0
00509018000113-2-002456/2023,TSE,2023-07-04,6040.0,61,Compras,200000,22.29,EMPRESA DE PEQUENO PORTE,1,1,0,33.112583,1,0,0,0.0,0,0,0
00509018000113-2-001065/2024,TSE,2024-05-15,6320.0,61,Serviços,50000,15.81,MICRO EMPRESA,1,1,0,7.911392,2,0,0,0.0,0,0,0
00509018000113-2-001066/2024,TSE,2024-04-29,378.52,180,Compras,120000,18.91,MICRO EMPRESA,1,1,0,317.0242,3,0,0,0.0,0,0,0
00509018000113-2-001069/2024,TSE,2024-05-15,7500.0,184,Serviços,30000,2.68,MICRO EMPRESA,1,1,0,4.0,1,0,0,0.0,0,0,0
00509018000113-2-001070/2024,TSE,2024-05-15,15300.0,184,Serviços,15000,14.97,MICRO EMPRESA,0,1,0,0.980392,1,0,0,0.0,0,0,0
00509018000113-2-001072/2024,TSE,2024-05-13,2646.36,180,Serviços,30000,1.45,MICRO EMPRESA,1,1,0,11.336326,12,0,0,0.0,0,0,0
00509018000113-2-001073/2024,TSE,2024-05-15,153600.0,1460,Informática (TIC),1200000,22.0,EMPRESA DE PEQUENO PORTE,1,1,0,7.8125,1,0,0,0.0,0,0,0
00509018000113-2-001077/2024,TSE,2024-04-30,900.0,19,Serviços,5000,4.93,MICRO EMPRESA,1,1,0,5.555556,1,0,0,0.0,0,0,0
00509018000113-2-002457/2023,TSE,2023-07-12,1980.0,28,Serviços,310000,19.68,EMPRESA DE PEQUENO PORTE,1,1,0,156.565657,117,0,0,0.0,0,0,0
00509018000113-2-001078/2024,TSE,2024-05-13,450.0,19,Compras,240000,12.45,MICRO EMPRESA,1,1,0,533.333333,1,0,0,0.0,0,0,0
00509018000113-2-001081/2024,TSE,2024-05-17,1047898.72,166,Serviços,1200000,30.15,EMPRESA DE PEQUENO PORTE,1,1,0,1.145149,16,2,0,0.0,0,0,0
00509018000113-2-001082/2024,TSE,2024-05-17,1162399.25,166,Serviços,3600000,18.65,EMPRESA DE PEQUENO PORTE,1,1,0,3.097043,15,0,0,0.0,0,0,0
00509018000113-2-001083/2024,TSE,2024-04-29,2686.5,180,Compras,104500,5.04,EMPRESA DE PEQUENO PORTE,0,1,0,38.898195,1,0,0,0.0,0,0,0
00509018000113-2-001084/2024,TSE,2024-04-29,2265.0,180,Compras,20000,1.6,MICRO EMPRESA,1,1,0,8.830022,2,0,0,0.0,0,0,0
00509018000113-2-001085/2024,TSE,2024-05-16,3290.0,41,Serviços,310000,20.52,EMPRESA DE PEQUENO PORTE,1,1,0,94.224924,117,0,0,0.0,0,0,0
00509018000113-2-001086/2024,TSE,2024-05-16,38850.0,169,Serviços,650000,10.33,DEMAIS,0,1,0,16.731017,1,0,0,0.0,0,0,0
00509018000113-2-001087/2024,TSE,2024-05-16,8043.45,38,Serviços,10000,2.52,MICRO EMPRESA,1,1,0,1.243248,8,0,0,0.0,0,0,0
00509018000113-2-001088/2024,TSE,2024-05-13,14418.0,39,Compras,300000,0.79,MICRO EMPRESA,0,1,0,20.807324,5,0,0,0.0,0,0,0
00509018000113-2-001089/2024,TSE,2024-05-17,21960.0,92,Serviços,30000,15.01,EMPRESA DE PEQUENO PORTE,1,1,0,1.36612,46,0,0,0.0,0,0,0
00509018000113-2-001090/2024,TSE,2024-05-13,6178.5,39,Compras,300000,0.79,MICRO EMPRESA,0,1,0,48.555475,5,0,0,0.0,0,0,0
00509018000113-2-001109/2024,TSE,2024-05-13,21359.08,39,Compras,95400,5.57,MICRO EMPRESA,1,1,0,4.466485,4,0,0,0.0,0,0,0
00509018000113-2-001110/2024,TSE,2024-05-13,9153.56,39,Compras,95400,5.57,MICRO EMPRESA,1,1,0,10.422175,4,0,0,0.0,0,0,0
00509018000113-2-001111/2024,TSE,2024-05-13,35809.4,39,Compras,400000,0.74,MICRO EMPRESA,1,1,0,11.170251,3,0,0,0.0,0,0,0
00509018000113-2-001112/2024,TSE,2024-05-13,3798.48,39,Compras,300000,7.99,EMPRESA DE PEQUENO PORTE,1,1,0,78.97896,16,0,0,0.0,0,0,0
00509018000113-2-001113/2024,TSE,2024-05-14,15344.25,38,Compras,400000,0.75,MICRO EMPRESA,1,1,0,26.068397,3,0,0,0.0,0,0,0
00509018000113-2-001114/2024,TSE,2024-05-14,37185.37,37,Compras,100000,19.56,EMPRESA DE PEQUENO PORTE,1,1,0,2.68923,3,0,0,0.0,0,0,0
00509018000113-2-001115/2024,TSE,2024-05-14,2532.32,38,Compras,100000,19.56,EMPRESA DE PEQUENO PORTE,1,1,0,39.48948,3,0,0,0.0,0,0,0
00509018000113-2-001116/2024,TSE,2024-05-14,8882.7,38,Compras,30000,2.26,MICRO EMPRESA,1,1,0,3.377351,5,0,0,0.0,0,0,0
00509018000113-2-001117/2024,TSE,2024-05-21,19900.0,365,Serviços,362222500,50.72,DEMAIS,,1,0,18202.135678,38,1,0,0.0,365,0,1
00509018000113-2-001124/2024,TSE,2024-05-16,17200.0,61,Compras,700000,8.99,MICRO EMPRESA,1,1,0,40.697674,1,0,0,0.0,0,0,0
00509018000113-2-001125/2024,TSE,2024-05-17,7599.0,14,Compras,100000,8.9,EMPRESA DE PEQUENO PORTE,0,1,0,13.159626,1,0,0,0.0,0,0,0
00509018000113-2-001126/2024,TSE,2024-05-15,4906.0,225,Compras,4000000,18.32,MICRO EMPRESA,0,1,0,815.32817,6,0,0,0.0,0,0,0
00509018000113-2-001127/2024,TSE,2024-04-18,980.0,365,Compras,100000,5.69,MICRO EMPRESA,,1,0,102.040816,3,0,0,0.0,0,0,0
00509018000113-2-001128/2024,TSE,2024-04-18,343.91,365,Compras,100000,2.55,EMPRESA DE PEQUENO PORTE,1,1,0,290.773749,4,0,0,0.0,0,0,0
00509018000113-2-001129/2024,TSE,2024-04-18,2419.85,365,Compras,60000,6.02,EMPRESA DE PEQUENO PORTE,1,1,0,24.794925,1,0,0,0.0,0,0,0
00509018000113-2-001139/2024,TSE,2024-05-14,52250.0,120,Serviços,10000,4.26,MICRO EMPRESA,1,1,0,0.191388,2,0,0,0.0,0,0,0
00509018000113-2-001140/2024,TSE,2024-05-10,5937.0,235,Compras,20000,2.31,MICRO EMPRESA,1,1,0,3.368705,2,0,0,0.0,0,0,0
00509018000113-2-001141/2024,TSE,2024-05-16,316.65,364,Compras,15000,6.82,MICRO EMPRESA,1,1,0,47.370914,12,0,0,0.0,0,0,0
00509018000113-2-001142/2024,TSE,2024-05-10,9225.9,235,Compras,100000,5.28,EMPRESA DE PEQUENO PORTE,0,0,0,10.839051,5,0,0,0.0,0,0,0
00509018000113-2-001143/2024,TSE,2024-05-21,146700.8,184,Serviços,3000000,54.33,DEMAIS,,1,0,20.449786,1,0,0,0.0,0,0,0
00509018000113-2-001144/2024,TSE,2024-05-10,2835.6,235,Compras,94000,6.86,EMPRESA DE PEQUENO PORTE,1,1,0,33.149951,36,0,0,0.0,0,0,0
00509018000113-2-001145/2024,TSE,2024-05-10,11007.5,235,Compras,45000,4.45,EMPRESA DE PEQUENO PORTE,1,1,0,4.088122,1,0,0,0.0,0,0,0
00509018000113-2-001146/2024,TSE,2024-05-10,3826.5,235,Compras,50000,1.39,MICRO EMPRESA,0,1,0,13.066771,1,0,0,0.0,0,0,0
00509018000113-2-001147/2024,TSE,2024-05-10,2107.1,235,Compras,20000,2.31,MICRO EMPRESA,1,1,0,9.491718,2,0,0,0.0,0,0,0
00509018000113-2-001148/2024,TSE,2024-05-20,1236009.76,245,Serviços,250000,12.21,EMPRESA DE PEQUENO PORTE,0,1,0,0.202264,1,2,0,0.073,0,0,0
00509018000113-2-001149/2024,TSE,2024-05-18,6775.8,365,Serviços,95500,6.08,MICRO EMPRESA,1,1,0,14.094277,2,0,0,0.0,0,0,0
00509018000113-2-001150/2024,TSE,2024-04-25,119768.4,250,Serviços,4800000,9.17,DEMAIS,0,1,0,40.077349,3,0,0,0.0,0,0,0
00509018000113-2-001151/2024,TSE,2024-05-21,139000.0,365,Compras,1500000,32.35,DEMAIS,,1,0,10.791367,62,0,0,0.0,0,0,0
00509018000113-2-001152/2024,TSE,2024-05-21,1890.0,224,Serviços,40000,4.81,EMPRESA DE PEQUENO PORTE,1,1,0,21.164021,71,0,0,0.0,0,0,0
00509018000113-2-001153/2024,TSE,2024-05-21,1760.0,223,Compras,20000,6.28,MICRO EMPRESA,1,1,0,11.363636,9,0,0,0.0,0,0,0
00509018000113-2-001156/2024,TSE,2024-05-17,9300.0,180,Serviços,30000,16.65,EMPRESA DE PEQUENO PORTE,0,1,0,3.225806,90,0,0,0.0,0,0,0
00509018000113-2-001217/2024,TSE,2024-05-22,280.0,61,Compras,10000,0.75,MICRO EMPRESA,0,1,0,35.714286,4,0,0,0.0,0,0,0
00509018000113-2-001218/2024,TSE,2024-05-22,2499.0,61,Compras,950000,16.71,EMPRESA DE PEQUENO PORTE,0,1,0,380.152061,2,0,0,0.0,0,0,0
00509018000113-2-001219/2024,TSE,2024-05-22,3040.0,61,Compras,950000,16.71,EMPRESA DE PEQUENO PORTE,0,1,0,312.5,2,0,0,0.0,0,0,0
00509018000113-2-001220/2024,TSE,2024-05-21,11907.8,222,Compras,30000,9.2,MICRO EMPRESA,1,1,0,2.519357,5,0,0,0.0,0,0,0
00509018000113-2-001221/2024,TSE,2024-05-22,7430.0,29,Serviços,450000,16.49,EMPRESA DE PEQUENO PORTE,1,1,0,60.565276,10,0,0,0.0,0,0,0
00509018000113-2-001222/2024,TSE,2024-05-21,26480.0,223,Compras,500000,1.1,MICRO EMPRESA,1,0,0,18.882175,4,0,0,0.0,0,0,0
00509018000113-2-001223/2024,TSE,2024-05-21,500.0,222,Compras,1000000,14.01,EMPRESA DE PEQUENO PORTE,0,1,0,2000.0,1,0,0,0.0,0,0,0
00509018000113-2-001224/2024,TSE,2024-05-15,4480.5,364,Serviços,60000,17.82,MICRO EMPRESA,1,1,0,13.391363,3,0,0,0.0,0,0,0
00509018000113-2-001225/2024,TSE,2024-05-23,800.0,364,Serviços,2754000,53.05,DEMAIS,,1,0,3442.5,1,0,0,0.0,0,0,0
00509018000113-2-001230/2024,TSE,2024-05-13,8000.0,61,Serviços,10000,0.79,DEMAIS,,1,0,1.25,9,0,0,0.0,0,0,0
00509018000113-2-001239/2024,TSE,2024-05-24,12540.0,92,Serviços,150000,4.6,EMPRESA DE PEQUENO PORTE,1,1,0,11.961722,7,0,0,0.0,0,0,0
00509018000113-2-001241/2024,TSE,2024-05-27,5400.0,183,Serviços,1000,1.13,DEMAIS,,1,0,0.185185,2,0,0,0.0,0,0,0
00509018000113-2-001257/2024,TSE,2024-05-10,404.0,92,Compras,78800,9.13,MICRO EMPRESA,1,1,0,195.049505,4,0,0,0.0,0,0,0
00509018000113-2-001258/2024,TSE,2024-05-21,7338.4,365,Compras,520000,21.81,DEMAIS,0,1,0,70.860133,2,0,0,0.0,0,0,0
00509018000113-2-001259/2024,TSE,2024-05-21,4460.0,365,Compras,100000,19.33,DEMAIS,,1,0,22.421525,1,0,0,0.0,0,0,0
00509018000113-2-001260/2024,TSE,2024-05-10,607.8,92,Compras,94000,6.86,EMPRESA DE PEQUENO PORTE,1,1,0,154.656137,36,0,0,0.0,0,0,0
00509018000113-2-001261/2024,TSE,2024-05-21,5400.0,365,Compras,50000,4.73,MICRO EMPRESA,1,0,0,9.259259,1,0,0,0.0,0,0,0
00509018000113-2-001262/2024,TSE,2024-05-21,6690.0,365,Compras,100000,5.81,MICRO EMPRESA,1,1,0,14.947683,2,0,0,0.0,0,0,0
00509018000113-2-001263/2024,TSE,2024-05-10,215.0,92,Compras,110000,3.19,MICRO EMPRESA,1,1,0,511.627907,2,0,0,0.0,0,0,0
00509018000113-2-001264/2024,TSE,2024-05-10,3191.1,92,Compras,50000,1.68,EMPRESA DE PEQUENO PORTE,0,1,0,15.668578,5,0,0,0.0,0,0,0
00509018000113-2-001265/2024,TSE,2024-05-22,15441.88,364,Serviços,305000,11.03,MICRO EMPRESA,1,1,0,19.751481,1,0,0,0.0,0,0,0
00509018000113-2-001266/2024,TSE,2024-05-10,248.0,92,Compras,100000,0.62,MICRO EMPRESA,0,0,0,403.225806,2,0,0,0.0,0,0,0
00509018000113-2-001267/2024,TSE,2024-05-27,408000.0,1826,Locação Imóveis,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-001268/2024,TSE,2024-05-27,369738.0,153,Serviços de Engenharia,2000000,13.35,DEMAIS,0,1,0,5.409236,5,4,0,0.0,108,0,0
00509018000113-2-001269/2024,TSE,2024-04-09,4470.84,1094,Compras,30000,4.37,MICRO EMPRESA,0,1,0,6.710148,2,0,0,0.0,0,0,0
00509018000113-2-001277/2024,TSE,2024-05-14,1990.0,365,Serviços,513000,12.67,EMPRESA DE PEQUENO PORTE,1,1,0,257.788945,4,1,0,0.0,365,0,1
00509018000113-2-001278/2024,TSE,2024-05-28,63900.0,730,Serviços,100000,6.77,MICRO EMPRESA,0,1,0,1.564945,1,0,0,0.0,0,0,0
00509018000113-2-001279/2024,TSE,2024-05-24,5069.3,217,Compras,30000,6.92,MICRO EMPRESA,1,0,0,5.917977,1,0,0,0.0,0,0,0
00509018000113-2-001280/2024,TSE,2024-05-22,239.7,61,Compras,100000,5.31,EMPRESA DE PEQUENO PORTE,0,0,0,417.188152,5,0,0,0.0,0,0,0
00509018000113-2-001181/2024,TSE,2024-05-21,7628.16,35,Compras,95400,5.6,MICRO EMPRESA,1,1,0,12.506292,4,0,0,0.0,0,0,0
00509018000113-2-001182/2024,TSE,2024-05-21,2220.24,35,Compras,30000,2.28,MICRO EMPRESA,1,1,0,13.512053,5,0,0,0.0,0,0,0
00509018000113-2-001183/2024,TSE,2024-05-20,50250.0,90,Compras,50000,0.91,MICRO EMPRESA,1,1,0,0.995025,3,0,0,0.0,0,0,0
00509018000113-2-001184/2024,TSE,2024-05-15,800.0,365,Compras,250000,6.71,MICRO EMPRESA,1,1,0,312.5,4,0,0,0.0,0,0,0
00509018000113-2-001185/2024,TSE,2024-05-10,90.0,92,Compras,100000,4.3,MICRO EMPRESA,1,1,0,1111.111111,3,0,0,0.0,0,0,0
00509018000113-2-001186/2024,TSE,2024-05-15,1376.0,365,Serviços,10000,2.24,EMPRESA DE PEQUENO PORTE,1,1,0,7.267442,1,0,0,0.0,0,0,0
00509018000113-2-001187/2024,TSE,2024-05-21,10700.0,90,Compras,1000000,15.3,EMPRESA DE PEQUENO PORTE,0,1,0,93.457944,3,0,0,0.0,0,0,0
00509018000113-2-001169/2024,TSE,2024-05-21,22315.5,730,Compras,500000,16.27,DEMAIS,0,1,0,22.405951,1,1,0,0.0,0,0,1
00509018000113-2-001170/2024,TSE,2024-05-22,74568.0,730,Compras,500000,34.44,EMPRESA DE PEQUENO PORTE,0,1,0,6.705289,5,2,0,0.0,0,0,1
00509018000113-2-001193/2024,TSE,2024-05-17,52250.0,122,Serviços,10000,4.27,MICRO EMPRESA,1,1,0,0.191388,2,0,0,0.0,0,0,0
00509018000113-2-001194/2024,TSE,2024-05-17,850.0,29,Compras,200000,10.7,MICRO EMPRESA,1,1,0,235.294118,1,0,0,0.0,0,0,0
00509018000113-2-001210/2024,TSE,2024-05-15,23000.0,730,Serviços,95400,5.91,MICRO EMPRESA,1,1,0,4.147826,5,0,0,0.0,0,0,1
00509018000113-2-001253/2024,TSE,2024-05-23,12600.0,11,Serviços,25000,23.72,MICRO EMPRESA,1,1,0,1.984127,11,0,0,0.0,0,0,0
00509018000113-2-001254/2024,TSE,2024-05-23,22800.0,61,Serviços,0,49.96,DEMAIS,,1,0,,1,0,0,0.0,0,0,0
00509018000113-2-001281/2024,TSE,2024-04-03,9870.0,272,Serviços,150000,12.84,DEMAIS,0,1,0,15.197568,59,0,0,0.0,0,0,0
00509018000113-2-001282/2024,TSE,2024-05-24,7990.0,92,Serviços,50000,23.86,MICRO EMPRESA,1,1,0,6.257822,18,0,0,0.0,0,0,0
00509018000113-2-001285/2024,TSE,2024-05-17,7000.0,180,Serviços,700000,17.79,MICRO EMPRESA,0,1,0,100.0,1,0,0,0.0,0,0,0
00509018000113-2-001286/2024,TSE,2024-05-27,3250.0,217,Compras,300000,34.89,EMPRESA DE PEQUENO PORTE,1,1,0,92.307692,42,0,0,0.0,0,0,0
00509018000113-2-001287/2024,TSE,2024-05-27,440.0,217,Compras,300000,34.89,EMPRESA DE PEQUENO PORTE,1,1,0,681.818182,42,0,0,0.0,0,0,0
00509018000113-2-001315/2024,TSE,2024-05-12,11670.0,364,Serviços,3423447.2,30.27,DEMAIS,,1,0,293.354516,203,0,0,0.0,0,0,0
00509018000113-2-001316/2024,TSE,2024-05-28,6640.0,216,Compras,80000,7.74,EMPRESA DE PEQUENO PORTE,1,1,0,12.048193,6,0,0,0.0,0,0,0
00509018000113-2-001317/2024,TSE,2024-05-28,416.65,217,Compras,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-000080/2022,TSE,2024-05-28,83.33,217,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-001318/2024,TSE,2024-05-29,147630.0,730,Compras,463733,58.41,EMPRESA DE PEQUENO PORTE,0,1,0,3.141184,1,2,0,0.5477,0,1,1
00509018000113-2-001319/2024,TSE,2024-05-29,204048.2,730,Compras,1200000,46.61,DEMAIS,,1,0,5.880963,8,2,0,0.9,0,1,1
00509018000113-2-001320/2024,TSE,2024-05-28,9253.5,217,Serviços,0,26.46,EMPRESA DE PEQUENO PORTE,1,1,0,,3,0,0,0.0,0,0,0
00509018000113-2-001344/2024,TSE,2024-05-29,2369.7,216,Compras,50000,0.76,MICRO EMPRESA,0,0,0,21.099717,1,0,0,0.0,0,0,0
00509018000113-2-001345/2024,TSE,2024-05-31,329070.0,365,Serviços,3423447.2,30.32,DEMAIS,,1,0,10.403401,203,2,0,0.0,365,0,1
00509018000113-2-001346/2024,TSE,2024-05-27,33750.0,18,Serviços,100000,22.0,DEMAIS,0,1,0,2.962963,8,0,0,0.0,0,0,0
00509018000113-2-001347/2024,TSE,2024-05-29,650.0,21,Compras,60000,31.45,MICRO EMPRESA,1,1,0,92.307692,7,0,0,0.0,0,0,0
00509018000113-2-001348/2024,TSE,2024-05-29,16200.0,29,Compras,450000,16.51,EMPRESA DE PEQUENO PORTE,1,1,0,27.777778,10,0,0,0.0,0,0,0
00509018000113-2-001349/2024,TSE,2024-05-31,117000.0,365,Compras,5000,1.33,MICRO EMPRESA,1,1,0,0.042735,3,1,0,1.0337,365,1,1
00509018000113-2-001350/2024,TSE,2024-05-28,62500.0,32,Compras,28688000,57.8,DEMAIS,,1,0,459.008,5,0,0,0.0,0,0,0
00509018000113-2-001355/2024,TSE,2024-06-02,8280.0,365,Serviços,266060,8.38,EMPRESA DE PEQUENO PORTE,0,1,0,32.13285,1,1,0,0.0,1096,1,1
00509018000113-2-001356/2024,TSE,2024-06-03,67086.58,183,Informática (TIC),550000,2.14,MICRO EMPRESA,1,1,0,8.198361,11,0,0,0.0,0,0,0
00509018000113-2-000878/2024,TSE,2024-04-26,34684.51,249,Serviços,45000,2.78,MICRO EMPRESA,1,1,0,1.297409,1,0,0,0.0,0,0,0
00509018000113-2-000923/2024,TSE,2024-05-07,910317.74,365,Serviços,2000000,13.69,EMPRESA DE PEQUENO PORTE,0,1,0,2.197035,2,2,0,0.0,0,0,0
00509018000113-2-001336/2024,TSE,2024-05-28,6431.68,90,Compras,500000,26.28,EMPRESA DE PEQUENO PORTE,1,1,0,77.740186,17,0,0,0.0,0,0,0
00509018000113-2-001337/2024,TSE,2024-05-28,4500.0,92,Compras,2000000,21.77,EMPRESA DE PEQUENO PORTE,1,1,0,444.444444,1,0,0,0.0,0,0,0
00509018000113-2-001338/2024,TSE,2024-05-28,20995.0,90,Compras,300000,0.83,MICRO EMPRESA,0,1,0,14.289116,5,0,0,0.0,0,0,0
00509018000113-2-001339/2024,TSE,2024-05-29,387540.0,76,Informática (TIC),77164030,28.23,DEMAIS,,0,0,199.112427,2,1,0,0.0,107,0,0
00509018000113-2-001340/2024,TSE,2024-05-31,1310708.52,730,Serviços,1402326000,22.83,DEMAIS,,1,0,1069.899202,6,2,0,0.0,0,0,1
00509018000113-2-001341/2024,TSE,2024-05-20,48540.32,364,Compras,15000,6.83,MICRO EMPRESA,1,1,0,0.309021,12,0,0,0.0,0,0,0
00509018000113-2-001342/2024,TSE,2024-05-21,2350.6,364,Compras,15000,6.84,MICRO EMPRESA,1,1,0,6.381349,12,0,0,0.0,0,0,0
00509018000113-2-001343/2024,TSE,2024-05-27,37716.0,364,Compras,500000,12.83,EMPRESA DE PEQUENO PORTE,1,1,0,13.256973,3,0,0,0.0,0,0,0
00509018000113-2-001352/2024,TSE,2024-05-28,18339.0,67,Serviços,3423447.2,30.31,DEMAIS,,1,0,186.675784,203,0,0,0.0,0,0,0
00509018000113-2-001353/2024,TSE,2024-05-28,6990.0,67,Serviços,3423447.2,30.31,DEMAIS,,1,0,489.763548,203,0,0,0.0,0,0,0
00509018000113-2-001354/2024,TSE,2024-06-03,67250.0,90,Compras,100000,1.22,MICRO EMPRESA,1,1,0,1.486989,9,0,0,0.0,0,0,0
00509018000113-2-001365/2024,TSE,2024-05-29,6700.0,210,Compras,10000,0.56,MICRO EMPRESA,0,0,0,1.492537,2,1,1,0.0,0,1,1
00509018000113-2-001158/2024,TSE,2024-05-20,16550.0,61,Compras,88000,8.11,EMPRESA DE PEQUENO PORTE,0,1,0,5.317221,2,0,0,0.0,0,0,0
00509018000113-2-001159/2024,TSE,2024-05-20,2800.0,30,Serviços,0,21.36,DEMAIS,,1,0,,60,0,0,0.0,0,0,0
00509018000113-2-001160/2024,TSE,2024-05-20,6365.44,1095,Informática (TIC),110000,9.56,EMPRESA DE PEQUENO PORTE,1,1,0,17.280816,21,0,0,0.0,0,0,0
00509018000113-2-001161/2024,TSE,2024-05-17,2436.0,29,Compras,5000,5.79,MICRO EMPRESA,1,1,0,2.052545,2,0,0,0.0,0,0,0
00509018000113-2-001162/2024,TSE,2024-05-17,1910.0,29,Compras,5000,5.79,MICRO EMPRESA,1,1,0,2.617801,2,0,0,0.0,0,0,0
00509018000113-2-001163/2024,TSE,2024-05-17,2340.0,29,Compras,50000,1.39,MICRO EMPRESA,1,1,0,21.367521,2,0,0,0.0,0,0,0
00509018000113-2-001164/2024,TSE,2024-05-15,12870.0,30,Compras,100000,7.28,MICRO EMPRESA,,1,0,7.770008,2,0,0,0.0,0,0,0
00509018000113-2-001165/2024,TSE,2024-05-17,797.96,29,Compras,50000,1.39,MICRO EMPRESA,1,1,0,62.659782,2,0,0,0.0,0,0,0
00509018000113-2-001166/2024,TSE,2024-05-17,999.93,29,Compras,100000,0.64,MICRO EMPRESA,1,1,0,100.007,1,0,0,0.0,0,0,0
00509018000113-2-001167/2024,TSE,2024-05-17,1139.71,29,Compras,30000,29.17,EMPRESA DE PEQUENO PORTE,1,1,0,26.322486,3,0,0,0.0,0,0,0
00509018000113-2-001321/2024,TSE,2024-05-27,297.6,216,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-001322/2024,TSE,2024-05-07,21942.0,92,Serviços,0,57.22,DEMAIS,,1,0,,25,0,0,0.0,0,0,0
00509018000113-2-001323/2024,TSE,2024-05-09,17905.37,11,Serviços,19973526000,50.61,DEMAIS,,1,0,1115504.789904,7,0,0,0.0,0,0,0
00509018000113-2-001324/2024,TSE,2024-05-03,17341.84,365,Compras,30000,9.75,MICRO EMPRESA,1,1,0,1.72992,2,0,0,0.0,0,0,0
00509018000113-2-001325/2024,TSE,2024-04-26,2410.0,339,Compras,4000000,18.27,MICRO EMPRESA,0,1,0,1659.751037,6,0,0,0.0,0,0,0
00509018000113-2-001326/2024,TSE,2024-05-06,30000.0,365,Serviços,400000,10.64,EMPRESA DE PEQUENO PORTE,,1,0,13.333333,13,0,0,0.0,0,0,0
00509018000113-2-001327/2024,TSE,2024-05-02,16994.0,180,Compras,10000,0.4,MICRO EMPRESA,0,0,0,0.588443,1,0,0,0.0,0,0,0
00509018000113-2-001328/2024,TSE,2024-05-16,17866.0,365,Serviços,60000,13.51,EMPRESA DE PEQUENO PORTE,0,1,0,3.358334,2,0,0,0.0,0,0,0
00509018000113-2-001329/2024,TSE,2024-05-15,15750.0,61,Compras,50000,6.75,EMPRESA DE PEQUENO PORTE,1,1,0,3.174603,2,0,0,0.0,0,0,0
00509018000113-2-001330/2024,TSE,2024-05-13,1504.4,180,Compras,50000,8.58,EMPRESA DE PEQUENO PORTE,1,1,0,33.235842,9,0,0,0.0,0,0,0
00509018000113-2-001331/2024,TSE,2024-04-05,4250.0,6,Compras,242767500,38.16,DEMAIS,,1,0,57121.764706,30,0,0,0.0,0,0,0
00509018000113-2-001332/2024,TSE,2024-05-27,59.52,216,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-002458/2023,TSE,2024-03-22,5250.0,41,Serviços,0,24.36,DEMAIS,,1,0,,52,0,0,0.0,0,0,0
00509018000113-2-000081/2022,TSE,2022-04-27,23300.0,8,Serviços,4300000,31.73,DEMAIS,,1,0,184.549356,2,0,0,0.0,0,0,0
00509018000113-2-001366/2024,TSE,2024-04-18,26700.0,257,Serviços,1663177700,57.45,DEMAIS,,1,0,62291.299625,17,0,0,0.0,0,0,0
00509018000113-2-001367/2024,TSE,2024-05-27,416.65,216,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-001249/2024,TSE,2024-05-27,48000.0,365,Informática (TIC),169112240,21.27,DEMAIS,,1,0,3523.171667,62,0,0,0.0,0,0,0
00509018000113-2-001250/2024,TSE,2024-05-22,52000.0,180,Serviços,12000,5.37,MICRO EMPRESA,1,1,0,0.230769,21,0,0,0.0,0,0,0
00509018000113-2-001276/2024,TSE,2024-05-02,0.01,364,Cessão,358277,23.88,DEMAIS,,1,0,35827700.0,4,0,0,0.0,0,0,0
00509018000113-2-001283/2024,TSE,2024-05-21,32000.0,123,Locação Imóveis,380000,8.33,MICRO EMPRESA,0,1,0,11.875,1,0,0,0.0,0,0,0
00509018000113-2-001284/2024,TSE,2024-05-28,80519.0,365,Serviços,100000,11.28,MICRO EMPRESA,1,1,0,1.241943,1,0,0,0.0,0,0,0
00509018000113-2-001288/2024,TSE,2024-05-23,2700.0,222,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-001289/2024,TSE,2024-05-23,540.0,222,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-000079/2022,TSE,2024-05-24,565.46,218,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-001290/2024,TSE,2024-05-20,9000.0,245,Serviços,105000,12.34,MICRO EMPRESA,,1,0,11.666667,12,0,0,0.0,0,0,0
