pncp,orgao,assinatura,valor_global,duracao_dias,categoria,capital_social,idade_forn_anos,porte,simples,situacao_ativa,consorcio,razao_capital_valor,n_contratos_forn_dataset,n_aditivos,rescindido,acrescimo_pct,prazo_extra_dias,label_desfecho_adverso
00509968000148-2-000613/2023,TST,2023-06-14,1700.0,200,Serviços,310000,19.6,EMPRESA DE PEQUENO PORTE,1,1,0,182.352941,117,0,0,0.0,0,0
00509968000148-2-000614/2023,TST,2023-06-14,6200.0,200,Serviços,100000,11.64,EMPRESA DE PEQUENO PORTE,0,1,0,16.129032,1,0,0,0.0,0,0
00509968000148-2-000615/2023,TST,2023-06-14,8300.0,200,Serviços,0,47.45,DEMAIS,,1,0,,6,0,0,0.0,0,0
00509968000148-2-000616/2023,TST,2023-06-14,1498.0,200,Serviços,0,53.11,DEMAIS,,1,0,,3,0,0,0.0,0,0
00509968000148-2-000745/2023,TST,2023-06-26,1560.0,188,Serviços,700000,22.12,DEMAIS,,1,0,448.717949,21,0,0,0.0,0,0
00509968000148-2-000746/2023,TST,2023-07-03,8280.0,181,Informática (TIC),10000,40.0,DEMAIS,,1,0,1.207729,6,0,0,0.0,0,0
00509968000148-2-000747/2023,TST,2023-07-03,278700.0,365,Serviços de Engenharia,600000,4.15,MICRO EMPRESA,0,1,0,2.152853,2,2,0,0.4728,0,1
00509968000148-2-000751/2023,TST,2023-06-29,1320.0,180,Serviços,,,,,0,0,,0,0,0,0.0,0,0
00509968000148-2-000752/2023,TST,2023-06-29,10676.6,32,Compras,0,24.39,EMPRESA DE PEQUENO PORTE,1,1,0,,2,0,0,0.0,0,0
00509968000148-2-000753/2023,TST,2023-06-29,5042.4,32,Compras,50000,2.79,EMPRESA DE PEQUENO PORTE,1,1,0,9.915913,1,0,0,0.0,0,0
00509968000148-2-000754/2023,TST,2023-07-05,107735.0,365,Serviços,200000,0.33,MICRO EMPRESA,1,1,0,1.856407,1,3,0,0.0,1095,1
00509968000148-2-000755/2023,TST,2023-06-21,14700.0,6,Serviços,3000,7.32,MICRO EMPRESA,1,1,0,0.204082,3,0,0,0.0,0,0
00509968000148-2-000756/2023,TST,2023-07-05,11460.0,179,Compras,2000000,32.81,DEMAIS,,1,0,174.52007,1,0,0,0.0,0,0
00509968000148-2-000757/2023,TST,2023-07-05,213.9,179,Compras,3080000,37.59,EMPRESA DE PEQUENO PORTE,0,1,0,14399.251987,2,0,0,0.0,0,0
00509968000148-2-000759/2023,TST,2023-07-06,2000.0,178,Serviços,28864060,38.58,DEMAIS,,1,0,14432.03,61,0,0,0.0,0,0
00509968000148-2-000766/2023,TST,2023-07-06,18320.0,178,Serviços,200000,22.02,DEMAIS,0,1,0,10.917031,24,0,0,0.0,0,0
00509968000148-2-000767/2023,TST,2023-06-29,6600.0,125,Serviços,0,20.48,DEMAIS,,1,0,,23,0,0,0.0,0,0
00509968000148-2-000768/2023,TST,2023-07-05,7139.85,179,Compras,350000,27.31,EMPRESA DE PEQUENO PORTE,1,1,0,49.020638,6,0,0,0.0,0,0
00509968000148-2-000780/2023,TST,2023-07-04,11600.0,180,Serviços,310000,19.66,EMPRESA DE PEQUENO PORTE,1,1,0,26.724138,117,0,0,0.0,0,0
00509968000148-2-000617/2023,TST,2023-06-14,12500.0,200,Serviços,50000,7.62,MICRO EMPRESA,1,1,0,4.0,1,0,0,0.0,0,0
00509968000148-2-000618/2023,TST,2023-06-14,24000.0,200,Serviços,1500,9.23,MICRO EMPRESA,1,1,0,0.0625,1,0,0,0.0,0,0
00509968000148-2-000771/2023,TST,2023-07-10,14410.0,174,Serviços,100000,14.31,EMPRESA DE PEQUENO PORTE,0,1,0,6.939625,1,0,0,0.0,0,0
00509968000148-2-000772/2023,TST,2023-07-10,0.01,366,Serviços,1050,5.86,DEMAIS,,1,0,105000.0,2,0,0,0.0,0,0
00509968000148-2-000773/2023,TST,2023-07-10,0.01,366,Serviços,1050,5.86,DEMAIS,,1,0,105000.0,2,1,0,0.0,365,0
00509968000148-2-000775/2023,TST,2023-07-04,21053.0,8,Serviços,10000,18.26,EMPRESA DE PEQUENO PORTE,1,1,0,0.474992,33,0,0,0.0,0,0
00509968000148-2-000776/2023,TST,2023-07-10,21635.43,173,Serviços,13000,6.81,MICRO EMPRESA,1,1,0,0.600866,1,0,0,0.0,0,0
00509968000148-2-000777/2023,TST,2023-07-11,42268.2,173,Compras,50000,3.51,MICRO EMPRESA,1,1,0,1.182922,1,0,0,0.0,0,0
00509968000148-2-000778/2023,TST,2023-07-11,174999.13,365,Serviços,631000,14.35,DEMAIS,0,1,0,3.605732,9,3,0,0.0,730,1
00509968000148-2-000779/2023,TST,2023-07-05,1679.3,179,Serviços,2110000,22.64,DEMAIS,0,1,0,1256.475913,2,0,0,0.0,0,0
00509968000148-2-000785/2023,TST,2023-07-04,4580.0,180,Serviços,10000,5.54,MICRO EMPRESA,1,1,0,2.183406,46,0,0,0.0,0,0
00509968000148-2-000786/2023,TST,2023-07-10,2606.28,731,Serviços,800000,26.02,DEMAIS,,1,0,306.950903,1,1,0,0.0,730,1
00509968000148-2-000787/2023,TST,2023-07-11,26900.0,172,Serviços,2000,2.49,MICRO EMPRESA,1,1,0,0.074349,4,0,0,0.0,0,0
00509968000148-2-000788/2023,TST,2023-07-12,368.22,172,Serviços,20000,13.85,EMPRESA DE PEQUENO PORTE,1,1,0,54.315355,5,0,0,0.0,0,0
00509968000148-2-000789/2023,TST,2023-07-12,0.01,366,Serviços,550,7.47,DEMAIS,,1,0,55000.0,2,1,0,0.0,365,0
00509968000148-2-000790/2023,TST,2023-07-12,18064.46,91,Serviços,175974900,23.65,DEMAIS,,1,0,9741.497947,8,0,0,0.0,0,0
00509968000148-2-000791/2023,TST,2023-07-13,16680.0,171,Compras,40000,21.76,MICRO EMPRESA,1,1,0,2.398082,11,0,0,0.0,0,0
00509968000148-2-000792/2023,TST,2023-07-12,163945.66,1827,Serviços,550000,0.86,EMPRESA DE PEQUENO PORTE,1,1,0,3.35477,2,1,0,0.1,0,0
00509968000148-2-000793/2023,TST,2023-07-12,59600.0,172,Serviços,70000,17.51,EMPRESA DE PEQUENO PORTE,1,1,0,1.174497,57,0,0,0.0,0,0
00509968000148-2-000797/2023,TST,2023-07-13,3225.0,171,Serviços,,,,,0,0,,0,0,0,0.0,0,0
00509968000148-2-000808/2023,TST,2023-07-14,80866.92,17,Serviços,380904900,35.14,DEMAIS,,1,0,4710.268426,1,0,0,0.0,0,0
00509968000148-2-000809/2023,TST,2023-07-14,1050.0,170,Serviços,,,,,0,0,,0,0,0,0.0,0,0
00509968000148-2-000824/2023,TST,2023-07-13,11167.2,366,Serviços,169112240,20.4,DEMAIS,,1,0,15143.656422,62,0,0,0.0,0,0
00509968000148-2-000825/2023,TST,2023-07-13,39000.0,28,Serviços,650000,4.72,EMPRESA DE PEQUENO PORTE,1,1,0,16.666667,3,0,0,0.0,0,0
00509968000148-2-000826/2023,TST,2023-07-17,4960.0,167,Compras,61000,10.71,DEMAIS,,1,0,12.298387,4,0,0,0.0,0,0
00509968000148-2-000838/2023,TST,2023-07-18,10800.0,166,Compras,100000,3.88,EMPRESA DE PEQUENO PORTE,1,1,0,9.259259,2,0,0,0.0,0,0
00509968000148-2-000843/2023,TST,2023-07-18,37750.0,72,Serviços,5000,18.2,DEMAIS,0,1,0,0.13245,1,0,0,0.0,0,0
00509968000148-2-000598/2023,TST,2023-06-09,1080.0,205,Serviços,,,,,0,0,,0,0,0,0.0,0,0
00509968000148-2-000612/2023,TST,2023-06-09,950562.9,915,Serviços,175974900,23.56,DEMAIS,,1,0,185.127044,8,1,0,0.0,912,1
00509968000148-2-000774/2023,TST,2023-07-10,32544.5,134,Compras,50000,3.49,MICRO EMPRESA,1,1,0,1.536358,3,0,0,0.0,0,0
00509968000148-2-000781/2023,TST,2023-07-11,15088.0,173,Compras,50000,2.14,EMPRESA DE PEQUENO PORTE,1,1,0,3.313892,1,0,0,0.0,0,0
00509968000148-2-000782/2023,TST,2023-07-10,1850.0,174,Serviços,20000,6.81,MICRO EMPRESA,1,1,0,10.810811,2,0,0,0.0,0,0
00509968000148-2-000783/2023,TST,2023-07-03,480000.0,915,Serviços,0,21.54,DEMAIS,,1,0,,2,1,0,0.0,212,0
00509968000148-2-000784/2023,TST,2023-07-10,60000.0,82,Serviços,70000,17.51,EMPRESA DE PEQUENO PORTE,1,1,0,1.166667,57,0,0,0.0,0,0
00509968000148-2-000794/2023,TST,2023-07-13,17000.0,171,Serviços,100000,6.67,DEMAIS,1,1,0,5.882353,9,0,0,0.0,0,0
00509968000148-2-000748/2023,TST,2023-07-04,29699.93,91,Serviços de Engenharia,10000,2.18,MICRO EMPRESA,1,1,0,0.336701,2,0,0,0.0,0,0
00509968000148-2-000758/2023,TST,2023-07-04,1280.0,180,Serviços,100000,14.37,MICRO EMPRESA,0,1,0,78.125,3,0,0,0.0,0,0
00509968000148-2-000760/2023,TST,2023-07-06,60000.0,67,Serviços,70000,17.5,EMPRESA DE PEQUENO PORTE,1,1,0,1.166667,57,0,0,0.0,0,0
00509968000148-2-000761/2023,TST,2023-07-03,480000.0,915,Serviços,0,21.54,DEMAIS,,1,0,,2,0,0,0.0268,0,0
00509968000148-2-000762/2023,TST,2023-07-05,19780.0,20,Compras,300000,5.92,EMPRESA DE PEQUENO PORTE,1,1,0,15.166835,1,0,0,0.0,0,0
00509968000148-2-000763/2023,TST,2023-07-05,3202834.32,731,Serviços,362222500,49.84,DEMAIS,,1,0,113.094361,38,2,0,37.3675,1096,1
00509968000148-2-000764/2023,TST,2023-07-05,988.0,174,Serviços,5000,16.31,MICRO EMPRESA,1,1,0,5.060729,3,0,0,0.0,0,0
00509968000148-2-000680/2022,TST,2022-09-27,65789.28,364,Informática (TIC),344790530,34.07,DEMAIS,,1,0,5240.831485,27,1,0,0.0,366,1
00509968000148-2-000765/2023,TST,2023-07-05,641.29,366,Serviços,250000,17.61,MICRO EMPRESA,1,1,0,389.83923,3,0,0,0.0,0,0
00509968000148-2-000770/2023,TST,2023-07-10,18134.0,174,Compras,3900000,1.94,DEMAIS,,1,0,215.065623,1,0,0,0.0,0,0
00509968000148-2-000798/2023,TST,2023-07-13,52506.0,171,Compras,100000,31.4,MICRO EMPRESA,1,1,0,1.904544,8,0,0,0.0,0,0
00509968000148-2-000799/2023,TST,2023-07-14,240000.0,365,Serviços de Engenharia,400000,3.51,MICRO EMPRESA,1,1,0,1.666667,1,4,0,0.2604,1095,1
00509968000148-2-000800/2023,TST,2023-07-13,15000.0,170,Serviços,0,37.72,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509968000148-2-000801/2023,TST,2023-07-13,1650.0,170,Serviços,,,,,0,0,,0,0,0,0.0,0,0
00509968000148-2-000802/2023,TST,2023-07-13,1650.0,170,Serviços,,,,,0,0,,0,0,0,0.0,0,0
00509968000148-2-000803/2023,TST,2023-07-14,195.0,170,Compras,7000,1.8,MICRO EMPRESA,1,1,0,35.897436,6,0,0,0.0,0,0
00509968000148-2-000804/2023,TST,2023-07-14,2300.0,170,Serviços,50000,12.83,EMPRESA DE PEQUENO PORTE,1,1,0,21.73913,4,0,0,0.0,0,0
00509968000148-2-000805/2023,TST,2023-07-13,468.0,18,Serviços,30000,21.62,EMPRESA DE PEQUENO PORTE,1,1,0,64.102564,4,0,0,0.0,0,0
00509968000148-2-000806/2023,TST,2023-07-13,979.61,366,Informática (TIC),50000,2.92,MICRO EMPRESA,0,1,0,51.04072,4,0,0,0.0,0,0
00509968000148-2-000807/2023,TST,2023-07-14,4900.0,170,Serviços,250000,9.34,EMPRESA DE PEQUENO PORTE,,1,0,51.020408,37,0,0,0.0,0,0
00509968000148-2-000822/2023,TST,2023-07-14,1990.0,30,Serviços,11000,11.94,DEMAIS,1,1,0,5.527638,36,0,0,0.0,0,0
00509968000148-2-000823/2023,TST,2023-07-17,549905.0,180,Compras,7114517500,11.36,DEMAIS,,1,0,12937.721061,2,1,0,0.2,0,0
00509968000148-2-000839/2023,TST,2023-07-18,6000.0,29,Serviços,30000,10.25,MICRO EMPRESA,1,1,0,5.0,1,0,0,0.0,0,0
00509968000148-2-000840/2023,TST,2023-07-18,2650.0,166,Compras,,,,,0,0,,0,0,0,0.0,0,0
00509968000148-2-000841/2023,TST,2023-07-18,10000.0,23,Serviços,30000,13.81,MICRO EMPRESA,1,1,0,3.0,3,0,0,0.0,0,0
00509968000148-2-000842/2023,TST,2023-07-18,2650.0,80,Serviços,0,30.53,DEMAIS,,1,0,,11,0,0,0.0,0,0
00509968000148-2-000865/2023,TST,2023-07-21,16738.4,163,Compras,100000,12.71,EMPRESA DE PEQUENO PORTE,1,1,0,5.974287,12,0,0,0.0,0,0
00509968000148-2-000950/2023,TST,2023-08-01,4492.9,152,Serviços,100000,12.74,EMPRESA DE PEQUENO PORTE,1,1,0,22.257339,12,0,0,0.0,0,0
00509968000148-2-000866/2023,TST,2023-07-21,16738.4,163,Compras,100000,12.71,EMPRESA DE PEQUENO PORTE,1,1,0,5.974287,12,0,0,0.0,0,0
00509968000148-2-000867/2023,TST,2023-07-21,0.01,1027,Serviços,0,0.39,DEMAIS,,1,0,,1,2,1,0.0,1643,1
00509968000148-2-000875/2023,TST,2023-07-18,21813.1,366,Compras,242767500,37.44,DEMAIS,,1,0,11129.435981,30,0,0,0.0,0,0
00509968000148-2-000876/2023,TST,2023-07-25,3894.0,159,Compras,100000,11.28,MICRO EMPRESA,1,1,0,25.680534,3,0,0,0.0,0,0
00509968000148-2-000877/2023,TST,2023-07-25,5000.0,159,Compras,380000,26.35,DEMAIS,,1,0,76.0,2,0,0,0.0,0,0
00509968000148-2-000878/2023,TST,2023-07-20,29799.9,0,Serviços,340000,16.09,EMPRESA DE PEQUENO PORTE,1,1,0,11.409434,8,0,0,0.0,0,0
00509968000148-2-000879/2023,TST,2023-07-20,1200.0,58,Serviços,0,12.15,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509968000148-2-000880/2023,TST,2023-07-21,17640.0,88,Compras,18000,1.11,MICRO EMPRESA,1,1,0,1.020408,2,0,0,0.0,0,0
00509968000148-2-000881/2023,TST,2023-07-17,1690.0,180,Serviços,50000,0.57,MICRO EMPRESA,1,1,0,29.585799,3,0,0,0.0,0,0
00509968000148-2-000882/2023,TST,2023-07-20,1890.0,180,Serviços,610000,10.18,MICRO EMPRESA,1,1,0,322.751323,46,0,0,0.0,0,0
00509968000148-2-000883/2023,TST,2023-07-25,4925.0,159,Compras,362500,49.26,EMPRESA DE PEQUENO PORTE,1,1,0,73.604061,1,0,0,0.0,0,0
00509968000148-2-000884/2023,TST,2023-07-25,3000.0,159,Serviços,0,52.17,DEMAIS,,1,0,,123,0,0,0.0,0,0
00509968000148-2-000896/2023,TST,2023-07-25,77674.91,159,Compras,1700000,21.95,DEMAIS,0,1,0,21.886089,21,0,0,0.0,0,0
00509968000148-2-000897/2023,TST,2023-07-24,13052.0,160,Compras,100000,31.43,MICRO EMPRESA,1,1,0,7.661661,8,0,0,0.0,0,0
00509968000148-2-000898/2023,TST,2023-07-25,26000.0,159,Compras,12000,4.54,MICRO EMPRESA,1,1,0,0.461538,21,0,0,0.0,0,0
00509968000148-2-000906/2023,TST,2023-07-25,1500.0,180,Serviços,10000,9.29,MICRO EMPRESA,0,1,0,6.666667,2,0,0,0.0,0,0
00509968000148-2-000909/2023,TST,2023-07-24,28000.0,85,Serviços,10000,15.98,MICRO EMPRESA,1,1,0,0.357143,1,0,0,0.0,0,0
00509968000148-2-000849/2023,TST,2023-07-19,34500.0,366,Serviços,515625,21.42,DEMAIS,,1,0,14.945652,8,1,0,0.0,365,0
00509968000148-2-000850/2023,TST,2023-06-22,5980.0,10,Compras,300000,6.12,EMPRESA DE PEQUENO PORTE,0,1,0,50.167224,1,0,0,0.0,0,0
00509968000148-2-000851/2023,TST,2023-07-14,1110.9,170,Compras,200000,4.05,EMPRESA DE PEQUENO PORTE,0,1,0,180.034206,3,0,0,0.0,0,0
00509968000148-2-000852/2023,TST,2023-07-14,529.87,170,Compras,300000,4.91,MICRO EMPRESA,1,1,0,566.176609,11,0,0,0.0,0,0
00509968000148-2-000853/2023,TST,2023-07-14,68721.5,170,Compras,200000,54.81,EMPRESA DE PEQUENO PORTE,0,1,0,2.910297,3,0,0,0.0,0,0
00509968000148-2-000854/2023,TST,2023-07-14,1258.13,170,Compras,100000,12.69,EMPRESA DE PEQUENO PORTE,1,1,0,79.483042,12,0,0,0.0,0,0
00509968000148-2-000014/2021,TST,2023-07-14,4140.0,17,Serviços,242767500,37.43,DEMAIS,,1,0,58639.492754,30,0,0,0.0,0,0
00509968000148-2-000855/2023,TST,2023-07-14,7650.5,170,Compras,105000,3.1,EMPRESA DE PEQUENO PORTE,0,1,0,13.724593,8,0,0,0.0,0,0
00509968000148-2-000856/2023,TST,2023-07-19,4800.0,12,Serviços,99800,6.04,MICRO EMPRESA,1,1,0,20.791667,2,0,0,0.0,0,0
00509968000148-2-000857/2023,TST,2023-07-19,1978.0,165,Compras,120000,11.72,MICRO EMPRESA,1,1,0,60.667341,4,0,0,0.0,0,0
00509968000148-2-000869/2023,TST,2023-07-20,6580.0,180,Serviços,205000,4.08,DEMAIS,,1,0,31.155015,111,0,0,0.0,0,0
00509968000148-2-000870/2023,TST,2023-07-14,9750.0,365,Serviços,70000,29.12,EMPRESA DE PEQUENO PORTE,1,1,0,7.179487,1,3,0,0.0135,1095,1
00509968000148-2-000871/2023,TST,2023-07-21,3840.0,163,Compras,0,23.69,DEMAIS,,1,0,,52,0,0,0.0,0,0
00509968000148-2-000872/2023,TST,2023-07-24,40200.0,365,Serviços,120000,10.7,MICRO EMPRESA,1,1,0,2.985075,1,2,0,0.0,730,1
00509968000148-2-000873/2023,TST,2023-07-24,13052.0,160,Serviços,100000,31.43,MICRO EMPRESA,1,1,0,7.661661,8,0,0,0.0,0,0
00509968000148-2-000899/2023,TST,2023-07-25,14715.31,159,Compras,30000,0.54,MICRO EMPRESA,1,1,0,2.038693,2,0,0,0.0,0,0
00509968000148-2-000900/2023,TST,2023-07-25,14715.31,159,Compras,30000,0.54,MICRO EMPRESA,1,1,0,2.038693,2,0,0,0.0,0,0
00509968000148-2-000901/2023,TST,2023-07-21,3200.0,36,Serviços,800400,4.36,DEMAIS,,1,0,250.125,1,0,0,0.0,0,0
00509968000148-2-000902/2023,TST,2023-07-26,3700.0,158,Serviços,10000,0.71,EMPRESA DE PEQUENO PORTE,1,1,0,2.702703,1,0,0,0.0,0,0
00509968000148-2-000903/2023,TST,2023-07-26,1278.9,9,Compras,0,51.86,DEMAIS,,1,0,,20,0,0,0.0,0,0
00509968000148-2-000904/2023,TST,2023-07-26,25000.0,158,Serviços,0,19.2,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509968000148-2-000905/2023,TST,2023-07-26,52000.0,158,Compras,100000,6.71,DEMAIS,1,1,0,1.923077,9,0,0,0.0,0,0
00509968000148-2-000922/2023,TST,2023-07-21,406739.04,366,Mão de Obra,0,30.75,DEMAIS,,1,0,,2,5,0,0.0,1095,1
00509968000148-2-000923/2023,TST,2023-07-21,680000.0,129,Compras,250000,7.19,DEMAIS,0,1,0,0.367647,1,0,0,0.0,0,0
00509968000148-2-000924/2023,TST,2023-07-21,980.0,180,Compras,5000,4.24,MICRO EMPRESA,1,1,0,5.102041,3,0,0,0.0,0,0
00509968000148-2-000925/2023,TST,2023-07-28,18411.44,122,Compras,50000,1.28,EMPRESA DE PEQUENO PORTE,1,1,0,2.715703,3,0,0,0.0,0,0
00509968000148-2-000926/2023,TST,2023-07-28,33889.8,122,Compras,50000,1.28,EMPRESA DE PEQUENO PORTE,1,1,0,1.47537,3,0,0,0.0,0,0
00509968000148-2-000927/2023,TST,2023-07-05,9800.0,21,Serviços,,,,,0,0,,0,0,0,0.0,0,0
00509968000148-2-000928/2023,TST,2023-07-05,12500.0,21,Serviços,,,,,0,0,,0,0,0,0.0,0,0
00509968000148-2-000929/2023,TST,2023-07-28,1897.0,31,Serviços,20000,8.9,EMPRESA DE PEQUENO PORTE,1,1,0,10.542963,50,0,0,0.0,0,0
00509968000148-2-000930/2023,TST,2023-07-28,7970.0,156,Compras,105000,8.11,MICRO EMPRESA,1,1,0,13.174404,2,0,0,0.0,0,0
00509968000148-2-000931/2023,TST,2023-07-28,3600.0,156,Serviços,19000,19.12,MICRO EMPRESA,1,1,0,5.277778,2,0,0,0.0,0,0
00509968000148-2-000932/2023,TST,2023-05-10,32760.0,57,Serviços,500000,22.9,EMPRESA DE PEQUENO PORTE,1,1,0,15.262515,15,0,0,0.0,0,0
00509968000148-2-000933/2023,TST,2023-07-28,0.01,1826,Serviços,529540000,56.84,DEMAIS,,1,0,52954000000.0,5,0,0,0.0,0,0
00509968000148-2-000907/2023,TST,2023-07-26,2700000.0,549,Locação Imóveis,100000,8.68,DEMAIS,,1,0,0.037037,1,2,1,0.0,546,1
00509968000148-2-000908/2023,TST,2023-07-26,3929999.99,365,Serviços,6900000,23.41,DEMAIS,,1,0,1.755725,1,3,1,0.0,425,1
00509968000148-2-000910/2023,TST,2023-07-26,0.01,1827,Serviços,0,26.67,DEMAIS,,1,0,,2,0,0,0.0,0,0
00509968000148-2-000911/2023,TST,2023-07-27,359800.0,180,Compras,4000000,26.83,DEMAIS,,1,0,11.117287,7,0,0,0.0,0,0
00509968000148-2-000912/2023,TST,2023-07-25,77865.0,915,Informática (TIC),100000,21.1,EMPRESA DE PEQUENO PORTE,0,1,0,1.284274,10,1,0,0.0,912,1
00509968000148-2-000913/2023,TST,2023-07-27,1320.0,157,Serviços,,,,,0,0,,0,0,0,0.0,0,0
00509968000148-2-000914/2023,TST,2023-07-26,324626.62,3653,Cessão,0,31.62,DEMAIS,,1,0,,9,0,0,0.0,0,0
00509968000148-2-000915/2023,TST,2023-07-25,1500.0,159,Serviços,100000,0.65,MICRO EMPRESA,1,1,0,66.666667,2,0,0,0.0,0,0
00509968000148-2-000916/2023,TST,2023-07-25,3609.4,30,Compras,30000,1.15,MICRO EMPRESA,1,1,0,8.311631,2,0,0,0.0,0,0
00509968000148-2-000917/2023,TST,2023-07-25,4133.19,30,Compras,1500,1.03,MICRO EMPRESA,1,1,0,0.362916,8,0,0,0.0,0,0
00509968000148-2-000918/2023,TST,2023-07-27,30940.0,365,Serviços,1500000,31.53,DEMAIS,,1,0,48.480931,62,0,0,0.0,0,0
00509968000148-2-000919/2023,TST,2023-07-27,200.0,157,Serviços,0,39.66,DEMAIS,,1,0,,3,0,0,0.0,0,0
00509968000148-2-000921/2023,TST,2023-07-27,0.01,1826,Serviços,0,22.23,DEMAIS,,1,0,,5,0,0,0.0,0,0
00509968000148-2-000934/2023,TST,2023-07-28,28380.0,731,Compras,1500000,13.47,DEMAIS,,1,0,52.854123,1,1,0,0.3932,708,1
00509968000148-2-000935/2023,TST,2023-07-25,19900.0,128,Serviços,10000,16.53,DEMAIS,1,1,0,0.502513,1,0,0,0.0,0,0
00509968000148-2-000936/2023,TST,2023-06-19,45000.0,871,Serviços,2885818600,25.87,DEMAIS,,1,0,64129.302222,13,1,1,0.0,956,1
00509968000148-2-000937/2023,TST,2023-07-10,14400.0,123,Compras,3466000,28.78,DEMAIS,0,1,0,240.694444,1,0,0,0.0,0,0
00509968000148-2-000938/2023,TST,2023-07-13,49470.0,120,Compras,70000,9.6,MICRO EMPRESA,,1,0,1.414999,1,0,0,0.0,0,0
00509968000148-2-000939/2023,TST,2023-07-31,2343.5,153,Serviços,1860840100,15.81,DEMAIS,,1,0,794043.140602,7,0,0,0.0,0,0
00509968000148-2-000940/2023,TST,2023-07-31,13750.0,30,Compras,40000,8.18,EMPRESA DE PEQUENO PORTE,1,1,0,2.909091,1,0,0,0.0,0,0
00509968000148-2-000978/2023,TST,2023-08-01,16219.1,152,Compras,200000,54.86,EMPRESA DE PEQUENO PORTE,0,1,0,12.33114,3,0,0,0.0,0,0
00509968000148-2-000979/2023,TST,2023-08-01,27.53,152,Compras,300000,4.96,MICRO EMPRESA,1,1,0,10897.203051,11,0,0,0.0,0,0
00509968000148-2-000980/2023,TST,2023-08-01,4492.9,152,Compras,100000,12.74,EMPRESA DE PEQUENO PORTE,1,1,0,22.257339,12,0,0,0.0,0,0
00509968000148-2-000995/2023,TST,2023-08-08,477000.0,365,Serviços de Engenharia,240000,9.56,EMPRESA DE PEQUENO PORTE,,1,0,0.503145,3,2,0,0.4998,0,1
00509968000148-2-000996/2023,TST,2023-08-08,17500.0,145,Serviços,5000,6.83,MICRO EMPRESA,1,1,0,0.285714,1,0,0,0.0,0,0
00509968000148-2-000997/2023,TST,2023-08-08,35200.0,145,Serviços,88000,10.08,MICRO EMPRESA,1,1,0,2.5,1,0,0,0.0,0,0
00509968000148-2-001002/2023,TST,2023-08-09,14999.95,144,Serviços,20000,2.43,EMPRESA DE PEQUENO PORTE,0,0,0,1.333338,2,0,0,0.0,0,0
00509968000148-2-001003/2023,TST,2023-08-08,1742.4,145,Serviços,700000,22.23,DEMAIS,,1,0,401.74472,21,0,0,0.0,0,0
00509968000148-2-001004/2023,TST,2023-07-10,1691.42,92,Compras,3000,0.7,MICRO EMPRESA,1,1,0,1.773658,1,0,0,0.0,0,0
00509968000148-2-001005/2023,TST,2023-07-10,523.86,92,Compras,100000,10.09,EMPRESA DE PEQUENO PORTE,1,1,0,190.890696,10,0,0,0.0,0,0
00509968000148-2-001006/2023,TST,2023-08-07,101500.0,365,Serviços,10000,9.44,MICRO EMPRESA,1,1,0,0.098522,2,0,0,0.0,0,0
00509968000148-2-001007/2023,TST,2023-08-09,700.8,366,Compras,50000,0.87,EMPRESA DE PEQUENO PORTE,,1,0,71.347032,1,0,0,0.0,0,0
00509968000148-2-001008/2023,TST,2023-08-03,1975.0,150,Compras,80000,5.34,MICRO EMPRESA,0,1,0,40.506329,1,0,0,0.0,0,0
00509968000148-2-000813/2023,TST,2023-07-12,4580.0,51,Serviços,80000,8.24,EMPRESA DE PEQUENO PORTE,1,1,0,17.467249,4,0,0,0.0,0,0
00509968000148-2-000814/2023,TST,2023-07-14,1258.13,170,Compras,100000,12.69,EMPRESA DE PEQUENO PORTE,1,1,0,79.483042,12,0,0,0.0,0,0
00509968000148-2-000815/2023,TST,2023-07-14,68721.5,170,Compras,200000,54.81,EMPRESA DE PEQUENO PORTE,0,1,0,2.910297,3,0,0,0.0,0,0
00509968000148-2-000816/2023,TST,2023-07-14,529.87,170,Compras,300000,4.91,MICRO EMPRESA,1,1,0,566.176609,11,0,0,0.0,0,0
00509968000148-2-000817/2023,TST,2023-07-14,1110.9,170,Compras,200000,4.05,EMPRESA DE PEQUENO PORTE,0,1,0,180.034206,3,0,0,0.0,0,0
00509968000148-2-000818/2023,TST,2023-07-11,7750.0,64,Serviços,3000,16.79,EMPRESA DE PEQUENO PORTE,1,1,0,0.387097,1,0,0,0.0,0,0
00509968000148-2-000819/2023,TST,2023-07-17,5000.0,731,Serviços,50000,2.93,MICRO EMPRESA,0,1,0,10.0,4,0,0,0.0,0,0
00509968000148-2-000820/2023,TST,2023-07-17,52506.0,167,Serviços,100000,31.41,MICRO EMPRESA,1,1,0,1.904544,8,0,0,0.0,0,0
00509968000148-2-000821/2023,TST,2023-07-11,0.01,730,Cessão,0,48.56,DEMAIS,,1,0,,2,0,0,0.0,0,0
00509968000148-2-000942/2023,TST,2023-07-31,84546.0,220,Compras,4000000,28.25,DEMAIS,,1,0,47.311523,1,0,0,0.0,0,0
00509968000148-2-000944/2023,TST,2023-08-01,0.01,1826,Serviços,0,53.7,DEMAIS,,1,0,,2,1,0,0.0,0,0
00509968000148-2-000945/2023,TST,2023-08-01,37570.0,14,Serviços,30000,0.34,MICRO EMPRESA,0,1,0,0.798509,5,0,0,0.0,0,0
